timestamp,open,high,low,close
2022-01-02 22:00:00+00:00,1.13725,1.13795,1.12798,1.12974
2022-01-03 22:00:00+00:00,1.12965,1.13224,1.12724,1.12864
2022-01-04 22:00:00+00:00,1.12863,1.13465,1.12772,1.13129
2022-01-05 22:00:00+00:00,1.1313,1.13318,1.12846,1.12984
2022-01-06 22:00:00+00:00,1.12967,1.13648,1.129,1.13616
2022-01-09 22:00:00+00:00,1.13598,1.1361,1.1285,1.1328
2022-01-10 22:00:00+00:00,1.13268,1.13755,1.1313,1.13693
2022-01-11 22:00:00+00:00,1.13702,1.14528,1.13548,1.14409
2022-01-12 22:00:00+00:00,1.14416,1.14818,1.14358,1.14541
2022-01-13 22:00:00+00:00,1.14561,1.14827,1.13985,1.14154
2022-01-16 22:00:00+00:00,1.1416,1.14344,1.13918,1.14064
2022-01-17 22:00:00+00:00,1.14105,1.14216,1.13147,1.13278
2022-01-18 22:00:00+00:00,1.13235,1.13572,1.13188,1.13422
2022-01-19 22:00:00+00:00,1.13428,1.1369,1.13032,1.131
2022-01-20 22:00:00+00:00,1.13127,1.13598,1.1301,1.13444
2022-01-23 22:00:00+00:00,1.13434,1.13466,1.12904,1.13242
2022-01-24 22:00:00+00:00,1.13268,1.13292,1.12632,1.13014
2022-01-25 22:00:00+00:00,1.1301,1.13108,1.12353,1.1241
2022-01-26 22:00:00+00:00,1.12418,1.12434,1.11316,1.11441
2022-01-27 22:00:00+00:00,1.11473,1.11738,1.11214,1.11492
2022-01-30 22:00:00+00:00,1.11456,1.12478,1.11382,1.1233
2022-01-31 22:00:00+00:00,1.12357,1.12789,1.1221,1.12736
2022-02-01 22:00:00+00:00,1.12712,1.13304,1.12668,1.13056
2022-02-02 22:00:00+00:00,1.13059,1.14514,1.12672,1.14392
2022-02-03 22:00:00+00:00,1.14382,1.14839,1.14116,1.14516
2022-02-06 22:00:00+00:00,1.14615,1.14639,1.14153,1.14416
2022-02-07 22:00:00+00:00,1.14416,1.14488,1.13962,1.1417
2022-02-08 22:00:00+00:00,1.14164,1.14478,1.14026,1.14232
2022-02-09 22:00:00+00:00,1.1425,1.1495,1.13749,1.1428
2022-02-10 22:00:00+00:00,1.14296,1.14315,1.13298,1.13472
2022-02-13 22:00:00+00:00,1.13403,1.13692,1.12801,1.13064
