timestamp,open,high,low,close
2025-01-01 22:00:00+00:00,1.0355,1.03759,1.02241,1.0267
2025-01-02 22:00:00+00:00,1.026,1.031,1.026,1.0309
2025-01-05 22:00:00+00:00,1.03057,1.0437,1.02956,1.03901
2025-01-06 22:00:00+00:00,1.0385,1.04345,1.03396,1.03404
2025-01-07 22:00:00+00:00,1.03425,1.03577,1.02732,1.03188
2025-01-08 22:00:00+00:00,1.03166,1.03216,1.02836,1.02998
2025-01-09 22:00:00+00:00,1.03008,1.0312,1.02128,1.02442
2025-01-12 22:00:00+00:00,1.02404,1.02501,1.01779,1.02434
2025-01-13 22:00:00+00:00,1.02448,1.03086,1.02385,1.03082
2025-01-14 22:00:00+00:00,1.03048,1.03548,1.02583,1.02904
2025-01-15 22:00:00+00:00,1.02875,1.03152,1.02608,1.0302
2025-01-16 22:00:00+00:00,1.02978,1.03308,1.02653,1.02718
2025-01-19 22:00:00+00:00,1.02825,1.04345,1.02664,1.0417
2025-01-20 22:00:00+00:00,1.04131,1.04356,1.03417,1.0429
2025-01-21 22:00:00+00:00,1.04274,1.04574,1.03922,1.04102
2025-01-22 22:00:00+00:00,1.04125,1.0438,1.03721,1.04156
2025-01-23 22:00:00+00:00,1.04169,1.05215,1.04116,1.04953
2025-01-26 22:00:00+00:00,1.04808,1.05333,1.04539,1.04921
2025-01-27 22:00:00+00:00,1.04929,1.0494,1.04138,1.04307
2025-01-28 22:00:00+00:00,1.04288,1.04438,1.03824,1.042
2025-01-29 22:00:00+00:00,1.04197,1.04678,1.03862,1.03923
2025-01-30 22:00:00+00:00,1.03954,1.0434,1.035,1.0361
2025-02-02 22:00:00+00:00,1.02454,1.03502,1.02105,1.03428
2025-02-03 22:00:00+00:00,1.0338,1.03877,1.02719,1.03788
2025-02-04 22:00:00+00:00,1.03758,1.04432,1.03696,1.04028
2025-02-05 22:00:00+00:00,1.04049,1.0406,1.03526,1.0383
2025-02-06 22:00:00+00:00,1.03858,1.04134,1.03052,1.0327
2025-02-09 22:00:00+00:00,1.02925,1.03366,1.02838,1.0307
2025-02-10 22:00:00+00:00,1.03092,1.03816,1.02922,1.03612
2025-02-11 22:00:00+00:00,1.03621,1.04299,1.0317,1.03824
2025-02-12 22:00:00+00:00,1.03848,1.04674,1.03732,1.04648
2025-02-13 22:00:00+00:00,1.04639,1.05144,1.04471,1.0492
2025-02-16 22:00:00+00:00,1.04862,1.05065,1.04672,1.04833
2025-02-17 22:00:00+00:00,1.04798,1.04864,1.04352,1.0446
2025-02-18 22:00:00+00:00,1.04465,1.04615,1.04009,1.04225
2025-02-19 22:00:00+00:00,1.04248,1.05036,1.04187,1.05014
2025-02-20 22:00:00+00:00,1.04976,1.05059,1.04494,1.04608
2025-02-23 22:00:00+00:00,1.0469,1.05284,1.04528,1.04682
2025-02-24 22:00:00+00:00,1.0469,1.05194,1.04563,1.05149
2025-02-25 22:00:00+00:00,1.05157,1.0529,1.0475,1.0485
2025-02-26 22:00:00+00:00,1.04852,1.04926,1.03968,1.03989
2025-02-27 22:00:00+00:00,1.03998,1.042,1.036,1.03754
2025-03-02 22:00:00+00:00,1.04048,1.0504,1.03886,1.04882
2025-03-03 22:00:00+00:00,1.04884,1.06278,1.0471,1.06258
2025-03-04 22:00:00+00:00,1.06229,1.07968,1.0602,1.07896
2025-03-05 22:00:00+00:00,1.07903,1.08536,1.07658,1.07854
2025-03-06 22:00:00+00:00,1.07877,1.0889,1.07814,1.08345
2025-03-09 21:00:00+00:00,1.08302,1.08747,1.0805,1.08362
2025-03-10 21:00:00+00:00,1.08341,1.09472,1.08324,1.09194
2025-03-11 21:00:00+00:00,1.09202,1.09322,1.08757,1.08875
2025-03-12 21:00:00+00:00,1.08899,1.08973,1.08226,1.08524
2025-03-13 21:00:00+00:00,1.08502,1.09127,1.08306,1.08789
2025-03-16 21:00:00+00:00,1.08812,1.09299,1.08686,1.09226
2025-03-17 21:00:00+00:00,1.09224,1.09548,1.08926,1.0944
2025-03-18 21:00:00+00:00,1.09446,1.09462,1.08606,1.09022
2025-03-19 21:00:00+00:00,1.09032,1.09174,1.08146,1.08534
2025-03-20 21:00:00+00:00,1.08525,1.08614,1.07969,1.08155
2025-03-23 21:00:00+00:00,1.08156,1.08583,1.07816,1.08012
2025-03-24 21:00:00+00:00,1.08013,1.08302,1.0777,1.07918
2025-03-25 21:00:00+00:00,1.0794,1.08029,1.07439,1.07528
2025-03-26 21:00:00+00:00,1.07578,1.08212,1.0733,1.0802
2025-03-27 21:00:00+00:00,1.0799,1.08448,1.07646,1.08308
2025-03-30 21:00:00+00:00,1.08281,1.08495,1.0784,1.08154
2025-03-31 21:00:00+00:00,1.08186,1.083,1.07783,1.07926
2025-04-01 21:00:00+00:00,1.07919,1.09244,1.07802,1.08565
2025-04-02 21:00:00+00:00,1.08449,1.11464,1.08052,1.10512
2025-04-03 21:00:00+00:00,1.10526,1.11078,1.09242,1.09645
2025-04-06 21:00:00+00:00,1.08926,1.10502,1.08814,1.09066
2025-04-07 21:00:00+00:00,1.09068,1.0992,1.08883,1.09586
2025-04-08 21:00:00+00:00,1.09565,1.10952,1.09134,1.09484
2025-04-09 21:00:00+00:00,1.09513,1.12418,1.09432,1.12019
2025-04-10 21:00:00+00:00,1.11947,1.14739,1.11902,1.13599
2025-04-13 21:00:00+00:00,1.13214,1.14247,1.1296,1.13493
2025-04-14 21:00:00+00:00,1.13479,1.13792,1.1264,1.1282
2025-04-15 21:00:00+00:00,1.12832,1.1413,1.1281,1.13986
2025-04-16 21:00:00+00:00,1.13994,1.14094,1.13352,1.13646
2025-04-17 21:00:00+00:00,1.13673,1.13978,1.13592,1.1395
2025-04-20 21:00:00+00:00,1.13973,1.15734,1.13958,1.15127
2025-04-21 21:00:00+00:00,1.15135,1.15475,1.14175,1.14209
2025-04-22 21:00:00+00:00,1.14234,1.14401,1.1308,1.13151
2025-04-23 21:00:00+00:00,1.13192,1.13982,1.13166,1.13892
2025-04-24 21:00:00+00:00,1.13864,1.1394,1.13156,1.13636
2025-04-27 21:00:00+00:00,1.13658,1.1425,1.13296,1.1422
2025-04-28 21:00:00+00:00,1.14221,1.14222,1.13704,1.13846
2025-04-29 21:00:00+00:00,1.13881,1.13998,1.13172,1.13291
2025-04-30 21:00:00+00:00,1.13293,1.13412,1.12658,1.1291
2025-05-01 21:00:00+00:00,1.129,1.13811,1.12742,1.13005
2025-05-04 21:00:00+00:00,1.13062,1.1365,1.12962,1.1315
2025-05-05 21:00:00+00:00,1.13146,1.13813,1.12798,1.13702
2025-05-06 21:00:00+00:00,1.13697,1.13784,1.12919,1.13023
2025-05-07 21:00:00+00:00,1.13082,1.13364,1.1212,1.1229
2025-05-08 21:00:00+00:00,1.12252,1.1293,1.11967,1.12486
2025-05-11 21:00:00+00:00,1.12019,1.12428,1.10654,1.10876
2025-05-12 21:00:00+00:00,1.10918,1.11949,1.10876,1.11848
2025-05-13 21:00:00+00:00,1.11866,1.1266,1.11646,1.1173
2025-05-14 21:00:00+00:00,1.11799,1.12283,1.11703,1.11863
2025-05-15 21:00:00+00:00,1.11904,1.12196,1.11311,1.11654
2025-05-18 21:00:00+00:00,1.11788,1.12884,1.11714,1.1242
2025-05-19 21:00:00+00:00,1.1241,1.1286,1.1218,1.12837
2025-05-20 21:00:00+00:00,1.12828,1.13629,1.12804,1.13312
2025-05-21 21:00:00+00:00,1.13299,1.1345,1.12556,1.12804
2025-05-22 21:00:00+00:00,1.12807,1.13759,1.1279,1.13649
2025-05-25 21:00:00+00:00,1.13672,1.14189,1.13624,1.13878
2025-05-26 21:00:00+00:00,1.13856,1.14075,1.13233,1.13282
