timestamp,open,high,low,close
2021-01-03 22:00:00+00:00,1.224,1.23098,1.22312,1.22524
2021-01-04 22:00:00+00:00,1.22524,1.23057,1.2247,1.22986
2021-01-05 22:00:00+00:00,1.2299,1.23496,1.22656,1.23272
2021-01-06 22:00:00+00:00,1.23264,1.23446,1.22451,1.22692
2021-01-07 22:00:00+00:00,1.22729,1.22848,1.21931,1.22209
2021-01-10 22:00:00+00:00,1.2219,1.22275,1.21322,1.21512
2021-01-11 22:00:00+00:00,1.21514,1.22098,1.21372,1.22079
2021-01-12 22:00:00+00:00,1.22072,1.22229,1.21398,1.2158
2021-01-13 22:00:00+00:00,1.21545,1.21786,1.2111,1.21545
2021-01-14 22:00:00+00:00,1.21551,1.21626,1.2075,1.20804
2021-01-17 22:00:00+00:00,1.2084,1.20868,1.20536,1.20772
2021-01-18 22:00:00+00:00,1.20768,1.2145,1.20741,1.21286
2021-01-19 22:00:00+00:00,1.21284,1.21584,1.20766,1.21062
2021-01-20 22:00:00+00:00,1.21059,1.21732,1.21037,1.21676
2021-01-21 22:00:00+00:00,1.2165,1.21896,1.21516,1.21718
2021-01-24 22:00:00+00:00,1.21716,1.21834,1.21161,1.21416
2021-01-25 22:00:00+00:00,1.21416,1.2176,1.21078,1.216
2021-01-26 22:00:00+00:00,1.2162,1.21699,1.20585,1.2112
2021-01-27 22:00:00+00:00,1.2112,1.21424,1.20808,1.21218
2021-01-28 22:00:00+00:00,1.21229,1.2156,1.20945,1.21376
2021-01-31 22:00:00+00:00,1.2131,1.21365,1.20561,1.20602
2021-02-01 22:00:00+00:00,1.20597,1.20878,1.20116,1.20437
2021-02-02 22:00:00+00:00,1.20427,1.20502,1.20042,1.20355
2021-02-03 22:00:00+00:00,1.2036,1.20429,1.19574,1.19624
2021-02-04 22:00:00+00:00,1.19648,1.20502,1.19524,1.20466
2021-02-07 22:00:00+00:00,1.20382,1.20661,1.20198,1.20513
2021-02-08 22:00:00+00:00,1.20492,1.2122,1.20472,1.21186
2021-02-09 22:00:00+00:00,1.21192,1.21441,1.21088,1.21186
2021-02-10 22:00:00+00:00,1.21188,1.21496,1.21136,1.21298
2021-02-11 22:00:00+00:00,1.21287,1.21348,1.20816,1.21204
2021-02-14 22:00:00+00:00,1.21252,1.21452,1.21168,1.2128
2021-02-15 22:00:00+00:00,1.21298,1.21696,1.20951,1.21045
2021-02-16 22:00:00+00:00,1.21069,1.21096,1.20233,1.20412
2021-02-17 22:00:00+00:00,1.20412,1.20947,1.20357,1.2093
2021-02-18 22:00:00+00:00,1.20908,1.21445,1.20824,1.21184
2021-02-21 22:00:00+00:00,1.21173,1.21694,1.20912,1.21581
2021-02-22 22:00:00+00:00,1.2157,1.218,1.21354,1.21508
2021-02-23 22:00:00+00:00,1.21496,1.21748,1.21092,1.21708
2021-02-24 22:00:00+00:00,1.21711,1.22431,1.2156,1.21745
